,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,NAMA_DAOP2,NAMA_DEPO,KODE_DEPO
5593,GB5011563,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5594,GB5011564,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5595,GB5011565,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5596,GB5011566,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5597,GB5011567,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5598,GB5011568,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5599,GB5011569,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5600,GB5011570,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5601,GB5011571,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5602,GB5011572,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5603,GB5011573,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5604,GB5011574,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5605,GB5011575,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5606,GB5011576,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5607,GB5011577,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5608,GB5011578,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5609,GB5011579,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5610,GB5011580,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5611,GB5011581,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5612,GB5011582,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5613,GB5011583,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5614,GB5011584,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5615,GB5011585,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5616,GB5011586,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5617,GB5011587,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5618,GB5011588,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5619,GB5011589,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5620,GB5011590,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5621,GB5011591,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5622,GB5011592,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5623,GB5011593,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5624,GB5011594,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5625,GB5011595,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5626,GB5011596,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5627,GB5011598,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5628,GB5011599,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5629,GB5011600,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5630,GB5011601,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5631,GB5011602,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5632,GB5011603,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5633,GB5011604,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5634,GB5011605,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5635,GB5011606,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5636,GB5011607,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5637,GB5011608,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5638,GB5011609,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5639,GB5011610,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5640,GB5011611,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5641,GB5011612,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5642,GB5011613,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5643,GB5011614,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5644,GB5011615,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5645,GB5011616,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5646,GB5011617,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5647,GB5011618,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5648,GB5011619,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5649,GB5011620,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5650,GB5011621,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5651,GB5011622,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5652,GB5011623,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5653,GB5011624,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5654,GB5011625,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5655,GB5011626,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5656,GB5011627,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5657,GB5011628,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5658,GB5011629,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5659,GB5011630,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5660,GB5011631,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5661,GB5011632,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5662,GB5011633,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5663,GB5011634,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5664,GB5011635,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5665,GB5011636,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5666,GB5011637,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5667,GB5011638,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5668,GB5011639,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5669,GB5011640,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5670,GB5011641,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5671,GB5011642,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5672,GB5011643,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5673,GB5011644,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5674,GB5011645,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5675,GB5011648,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5676,GB5011649,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5677,GB5011650,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5678,GB5011651,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5679,GB5011652,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5680,GB5011653,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5681,GB5011654,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5682,GB5011655,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5683,GB5011656,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5684,GB5011657,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5685,GB5011658,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5686,GB5011659,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5687,GB5011660,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5688,GB5011661,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5689,GB5011662,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5690,GB5011663,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5691,GB5011664,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5692,GB5011665,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5693,GB5011666,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5694,GB5011667,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5695,GB5011668,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5696,GB5011669,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5697,GB5011670,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5698,GB5011671,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5699,GB5011672,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5700,GB5011673,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5701,GB5011674,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5702,GB5011675,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5703,GB5011676,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5704,GB5011677,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5705,GB5011678,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5706,GB5011679,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5707,GB5011680,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5708,GB5011681,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5709,GB5011682,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5710,GB5011683,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5711,GB5011684,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5712,GB5011685,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5713,GB5011686,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5714,GB5011687,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5715,GB5011688,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5716,GB5011689,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5717,GB5011690,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5718,GB5011691,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5719,GB5011692,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5720,GB5011693,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5721,GB5011694,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5722,GB5011695,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5723,GB5011696,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5724,GB5011697,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5725,GB5011698,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5726,GB5011699,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5727,GB5011700,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5728,GB5011701,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5729,GB5011702,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5730,GB5011703,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5731,GB5011704,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5732,GB5011705,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5733,GB5011706,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5734,GB5011707,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5735,GB5011708,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5736,GB5011709,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5737,GB5011710,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5738,GB5011711,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5739,GB5011712,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5740,GB5011713,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5741,GB5011714,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5742,GB5011715,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5743,GB5011716,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5744,GB5011717,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5745,GB5011718,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5746,GB5011719,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5747,GB5011720,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5748,GB5011721,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5749,GB5011722,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5750,GB5011723,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5751,GB5011724,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5752,GB5011725,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5753,GB5011726,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5754,GB5011727,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5755,GB5011728,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5756,GB5011729,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5757,GB5011730,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5758,GB5011731,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5759,GB5011732,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5760,GB5011733,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5761,GB5011734,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5762,GB5011735,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5763,GB5011736,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5764,GB5011737,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5765,GB5011738,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5766,GB5011739,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5767,GB5011740,DIVRE 4,RJS,GERBONG,11,DIVRE IV,DEPO GERBONG RJS,54.0
5768,GB501201,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5769,GB501202,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5770,GB501203,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5771,GB501204,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5772,GB501205,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5773,GB501206,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5774,GB501207,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5775,GB501208,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5776,GB501209,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5777,GB501210,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5778,GB501211,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5779,GB501212,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5780,GB501213,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5781,GB501214,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5782,GB501215,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5783,GB501216,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5784,GB501217,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5785,GB501218,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5786,GB501219,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5787,GB501220,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5788,GB501221,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5789,GB501222,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5790,GB501223,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5791,GB501224,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5792,GB501225,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5793,GB501226,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5794,GB501227,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5795,GB501228,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5796,GB501229,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5797,GB501230,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5798,GB501231,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5799,GB501232,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5800,GB501233,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5801,GB501234,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5802,GB501235,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5803,GB501236,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5804,GB501237,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5805,GB501238,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5806,GB501239,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5807,GB501240,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5808,GB501241,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5809,GB501242,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5810,GB501243,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5811,GB501244,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5812,GB501245,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5813,GB501246,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5814,GB501247,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5815,GB501248,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5816,GB501249,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5817,GB501250,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5818,GB501251,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5819,GB501252,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5820,GB501253,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5821,GB501254,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5822,GB501255,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5823,GB501256,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5824,GB501257,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5825,GB501258,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5826,GB501259,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5827,GB501260,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5828,GB501261,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5829,GB501262,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5830,GB501263,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5831,GB501264,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5832,GB501265,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5833,GB501266,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5834,GB501267,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5835,GB501268,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5836,GB501269,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5837,GB501270,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5838,GB501271,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5839,GB501272,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5840,GB501273,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5841,GB501274,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5842,GB501275,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5843,GB501276,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5844,GB501277,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5845,GB501278,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5846,GB501279,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5847,GB501280,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5848,GB501281,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5849,GB501282,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5850,GB501283,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
5851,GB501284,DIVRE 4,RJS,GERBONG,12,DIVRE IV,DEPO GERBONG RJS,54.0
