;NOMOR_IDENTITAS;DAOP;DEPO;JENIS
7443;B01419;DAOP 1;JAKG;KERETA
7444;B01420;DAOP 1;JAKG;KERETA
7445;B01421;DAOP 8;SDT;KERETA
7446;B01422;DAOP 8;SDT;KERETA
7447;B01423;DAOP 1;JAKG;KERETA
7448;B01424;DAOP 2;BD;KERETA
7449;B01425;DAOP 5;PWT;KERETA
7450;B01426;DAOP 1;JAKG;KERETA
7451;B01427;DAOP 8;SDT;KERETA
7452;B01428;DAOP 8;SDT;KERETA
7453;B01429;DAOP 1;JAKG;KERETA
7454;B01430;DAOP 1;JAKG;KERETA
7455;B01431;DAOP 9;BW;KERETA
7456;B01432;DAOP 9;BW;KERETA
7457;B01433;DAOP 8;ML;KERETA
7458;B05403;DAOP 1;JAKG;KERETA
7459;B06501;DAOP 1;JAKG;KERETA
7460;B08104;DAOP 8;SBI;KERETA
7461;B08205;DIVRE 1;MDN;KERETA
7462;B08206;DIVRE 1;MDN;KERETA
7463;B08207;DIVRE 1;MDN;KERETA
7464;B08208;DIVRE 1;MDN;KERETA
7465;B08209;DIVRE 1;MDN;KERETA
7466;B08210;DIVRE 1;MDN;KERETA
7467;B08501;DIVRE 1;MDN;KERETA
7468;B09104;DAOP 8;SBI;KERETA
7469;B09105;DAOP 8;SBI;KERETA
7470;BP00701;DAOP 1;JAKG;KERETA
7471;BP00702;DAOP 1;JAKG;KERETA
7472;BP00903;DAOP 1;JAKG;KERETA
7473;BP00904;DAOP 1;JAKG;KERETA
7474;K100101;DAOP 4;SMC;KERETA
7475;K100102;DAOP 8;SBI;KERETA
7476;K100103;DAOP 8;SBI;KERETA
7477;K100104;DAOP 4;SMC;KERETA
7478;K100105;DAOP 4;SMC;KERETA
7479;K100106;DAOP 8;SBI;KERETA
7480;K100107;DAOP 4;SMC;KERETA
7481;K100108;DAOP 8;SBI;KERETA
7482;K100109;DAOP 7;BL;KERETA
7483;K100110;DAOP 6;SLO;KERETA
7484;K100111;DAOP 8;SBI;KERETA
7485;K100112;DAOP 6;SLO;KERETA
7486;K100203;DIVRE 3;KPT;KERETA
7487;K100205;DIVRE 3;KPT;KERETA
7488;K100206;DAOP 6;SLO;KERETA
7489;K100207;DAOP 6;SLO;KERETA
7490;K100208;DAOP 6;SLO;KERETA
7491;K100209;DAOP 6;SLO;KERETA
7492;K100210;DIVRE 3;KPT;KERETA
7493;K100211;DIVRE 3;KPT;KERETA
7494;K100212;DIVRE 3;KPT;KERETA
7495;K100213;DAOP 8;SBI;KERETA
7496;K100214;DAOP 8;SBI;KERETA
7497;K100215;DAOP 8;SBI;KERETA
7498;K100216;DAOP 8;SBI;KERETA
7499;K100217;DAOP 8;ML;KERETA
7500;K100218;DAOP 8;SBI;KERETA
7501;K100219;DAOP 8;SBI;KERETA
7502;K100220;DAOP 1;JAKK;KERETA
7503;K100221;DAOP 1;JAKK;KERETA
7504;K100222;DAOP 8;SBI;KERETA
7505;K100223;DAOP 1;JAKK;KERETA
7506;K100224;DAOP 1;JAKK;KERETA
7507;K100225;DAOP 1;JAKK;KERETA
7508;K100226;DAOP 1;JAKK;KERETA
7509;K100227;DAOP 1;JAKK;KERETA
7510;K100228;DAOP 1;JAKK;KERETA
7511;K100229;DAOP 8;ML;KERETA
7512;K100230;DAOP 8;ML;KERETA
7513;K100231;DAOP 8;ML;KERETA
7514;K100232;DAOP 1;JAKK;KERETA
7515;K100233;DAOP 1;JAKK;KERETA
7516;K100234;DAOP 4;SMC;KERETA
7517;K100235;DAOP 1;JAKK;KERETA
7518;K100236;DAOP 4;SMC;KERETA
7519;K100237;DAOP 4;SMC;KERETA
7520;K100238;DAOP 1;JAKK;KERETA
7521;K100239;DAOP 4;SMC;KERETA
7522;K100240;DAOP 4;SMC;KERETA
7523;K100241;DAOP 4;SMC;KERETA
7524;K100801;DAOP 1;JAKK;KERETA
7525;K100802;DAOP 1;JAKK;KERETA
7526;K100803;DAOP 1;JAKK;KERETA
7527;K100804;DAOP 1;JAKK;KERETA
7528;K100805;DAOP 1;JAKK;KERETA
7529;K100806;DAOP 1;JAKK;KERETA
7530;K100807;DAOP 1;JAKK;KERETA
7531;K100808;DAOP 1;JAKK;KERETA
7532;K100901;DAOP 6;SLO;KERETA
7533;K100902;DAOP 6;SLO;KERETA
7534;K100903;DAOP 8;ML;KERETA
7535;K100904;DAOP 8;ML;KERETA
7536;K100905;DAOP 8;ML;KERETA
7537;K100906;DAOP 8;ML;KERETA
7538;K100907;DAOP 8;ML;KERETA
7539;K100908;DAOP 8;ML;KERETA
7540;K100909;DAOP 5;PWT;KERETA
7541;K100910;DAOP 5;PWT;KERETA
7542;K100911;DAOP 5;PWT;KERETA
7543;K100912;DAOP 5;PWT;KERETA
7544;K100913;DAOP 5;PWT;KERETA
7545;K100914;DAOP 5;PWT;KERETA
7546;K100915;DAOP 5;PWT;KERETA
7547;K100916;DAOP 5;PWT;KERETA
7548;K101001;DAOP 3;CN;KERETA
7549;K101002;DAOP 3;CN;KERETA
7550;K101003;DAOP 3;CN;KERETA
7551;K101004;DAOP 3;CN;KERETA
7552;K101005;DAOP 3;CN;KERETA
7553;K101006;DAOP 3;CN;KERETA
7554;K101601;DAOP 3;CN;KERETA
7555;K101602;DAOP 3;CN;KERETA
7556;K101603;DAOP 3;CN;KERETA
7557;K101604;DAOP 3;CN;KERETA
7558;K101605;DAOP 3;CN;KERETA
7559;K101606;DAOP 3;CN;KERETA
7560;K101607;DAOP 3;CN;KERETA
7561;K101608;DAOP 3;CN;KERETA
7562;K101609;DAOP 3;CN;KERETA
7563;K101610;DAOP 3;CN;KERETA
7564;K101611;DAOP 4;SMC;KERETA
7565;K101612;DAOP 4;SMC;KERETA
7566;K101613;DAOP 4;SMC;KERETA
7567;K101614;DAOP 4;SMC;KERETA
7568;K101615;DAOP 4;SMC;KERETA
7569;K101616;DAOP 4;SMC;KERETA
7570;K101617;DAOP 4;SMC;KERETA
7571;K101618;DAOP 4;SMC;KERETA
7572;K101619;DAOP 4;SMC;KERETA
7573;K101620;DAOP 4;SMC;KERETA
7574;K101621;DAOP 4;SMC;KERETA
7575;K101622;DAOP 4;SMC;KERETA
7576;K101623;DAOP 4;SMC;KERETA
7577;K101624;DAOP 4;SMC;KERETA
7578;K101625;DAOP 4;SMC;KERETA
7579;K101626;DAOP 4;SMC;KERETA
7580;K101627;DAOP 4;SMC;KERETA
7581;K101628;DAOP 8;SBI;KERETA
7582;K101629;DAOP 8;SBI;KERETA
7583;K101630;DAOP 8;SBI;KERETA
7584;K101631;DAOP 4;SMC;KERETA
7585;K101632;DAOP 4;SMC;KERETA
7586;K101633;DAOP 4;SMC;KERETA
7587;K101634;DAOP 4;SMC;KERETA
7588;K101635;DAOP 4;SMC;KERETA
7589;K101636;DAOP 5;PWT;KERETA
7590;K101637;DAOP 8;ML;KERETA
7591;K101638;DAOP 8;SBI;KERETA
7592;K101639;DAOP 8;SBI;KERETA
7593;K101640;DAOP 8;SBI;KERETA
7594;K101641;DAOP 8;SBI;KERETA
7595;K101642;DAOP 8;SBI;KERETA
7596;K101643;DAOP 8;SBI;KERETA
7597;K101644;DAOP 8;SBI;KERETA
7598;K101645;DAOP 8;SBI;KERETA
7599;K101646;DAOP 8;SBI;KERETA
7600;K101647;DAOP 8;SBI;KERETA
7601;K101648;DAOP 8;SBI;KERETA
7602;K101649;DAOP 8;SBI;KERETA
7603;K101650;DAOP 8;SBI;KERETA
7604;K101651;DAOP 8;SBI;KERETA
7605;K101652;DAOP 8;SBI;KERETA
7606;K101653;DAOP 8;SBI;KERETA
7607;K101654;DAOP 8;SBI;KERETA
7608;K101655;DAOP 8;SBI;KERETA
7609;K101656;DAOP 8;SBI;KERETA
7610;K101657;DAOP 3;CN;KERETA
7611;K101658;DAOP 3;CN;KERETA
7612;K101659;DAOP 8;ML;KERETA
7613;K101660;DAOP 8;ML;KERETA
7614;K101661;DAOP 8;ML;KERETA
7615;K101662;DAOP 5;PWT;KERETA
7616;K101663;DAOP 8;ML;KERETA
7617;K101664;DAOP 4;SMC;KERETA
7618;K101665;DAOP 8;ML;KERETA
7619;K101666;DAOP 8;ML;KERETA
7620;K101667;DAOP 8;ML;KERETA
7621;K101668;DAOP 8;ML;KERETA
7622;K101701;DAOP 8;ML;KERETA
7623;K101702;DAOP 8;ML;KERETA
7624;K101703;DAOP 8;ML;KERETA
7625;K101704;DAOP 8;ML;KERETA
7626;K101705;DAOP 8;ML;KERETA
7627;K101706;DAOP 8;ML;KERETA
7628;K101707;DAOP 8;ML;KERETA
7629;K101708;DAOP 8;ML;KERETA
7630;K101709;DAOP 8;ML;KERETA
7631;K101710;DAOP 8;ML;KERETA
7632;K101711;DAOP 5;PWT;KERETA
7633;K101712;DAOP 5;PWT;KERETA
7634;K101713;DAOP 5;PWT;KERETA
7635;K101714;DAOP 5;PWT;KERETA
7636;K101715;DAOP 4;SMC;KERETA
7637;K101716;DAOP 5;PWT;KERETA
7638;K101717;DAOP 5;PWT;KERETA
7639;K101718;DAOP 5;PWT;KERETA
7640;K101719;DAOP 5;PWT;KERETA
7641;K101720;DAOP 5;PWT;KERETA
7642;K106402;DAOP 7;BL;KERETA
7643;K106403;DIVRE 3;KPT;KERETA
7644;K106421;DAOP 7;BL;KERETA
7645;K106608;DAOP 8;ML;KERETA
7646;K106701;DAOP 7;BL;KERETA
7647;K106711;DAOP 1;JAKK;KERETA
7648;K106712;DAOP 6;YK;KERETA
7649;K106713;DAOP 1;JAKK;KERETA
7650;K106716;DAOP 7;BL;KERETA
7651;K106718;DAOP 6;YK;KERETA
7652;K106723;DAOP 5;PWT;KERETA
7653;K106725;DAOP 5;PWT;KERETA
7654;K107805;DIVRE 1;MDN;KERETA
7655;K108001;DAOP 7;BL;KERETA
7656;K108004;DAOP 6;SLO;KERETA
7657;K108005;DAOP 3;CN;KERETA
7658;K108107;DIVRE 1;MDN;KERETA
7659;K108201;DAOP 6;YK;KERETA
7660;K108202;DAOP 6;SLO;KERETA
7661;K108205;DAOP 5;PWT;KERETA
7662;K108207;DAOP 1;JAKK;KERETA
7663;K108208;DAOP 5;PWT;KERETA
7664;K108209;DAOP 5;PWT;KERETA
7665;K108210;DAOP 8;ML;KERETA
7666;K108211;DAOP 8;ML;KERETA
7667;K108214;DAOP 3;CN;KERETA
7668;K108218;DAOP 2;BD;KERETA
7669;K108219;DAOP 3;CN;KERETA
7670;K108223;DAOP 2;BD;KERETA
7671;K108402;DAOP 8;ML;KERETA
7672;K108403;DAOP 8;ML;KERETA
7673;K108404;DAOP 8;ML;KERETA
7674;K108406;DAOP 1;JAKK;KERETA
7675;K108408;DIVRE 3;KPT;KERETA
7676;K108412;DAOP 8;ML;KERETA
7677;K108413;DAOP 7;BL;KERETA
7678;K108415;DAOP 8;ML;KERETA
7679;K108416;DAOP 7;BL;KERETA
7680;K108417;DAOP 6;SLO;KERETA
7681;K108501;DAOP 3;CN;KERETA
7682;K108602;DAOP 7;BL;KERETA
7683;K108603;DAOP 6;SLO;KERETA
7684;K108604;DAOP 6;SLO;KERETA
7685;K108605;DAOP 3;CN;KERETA
7686;K108608;DAOP 7;BL;KERETA
7687;K108610;DAOP 3;CN;KERETA
7688;K109301;DAOP 6;SLO;KERETA
7689;K109302;DIVRE 3;KPT;KERETA
7690;K109501;DAOP 7;BL;KERETA
7691;K109502;DAOP 7;BL;KERETA
7692;K109503;DAOP 4;SMC;KERETA
7693;K109504;DAOP 1;JAKK;KERETA
7694;K109505;DAOP 7;BL;KERETA
7695;K109506;DAOP 1;JAKK;KERETA
7696;K109507;DAOP 4;SMC;KERETA
7697;K109509;DAOP 4;SMC;KERETA
7698;K109510;DAOP 1;JAKK;KERETA
7699;K109511;DAOP 1;JAKK;KERETA
7700;K109512;DAOP 1;JAKK;KERETA
7701;K109513;DAOP 1;JAKK;KERETA
7702;K109514;DAOP 4;SMC;KERETA
7703;K109515;DAOP 7;BL;KERETA
7704;K109516;DAOP 7;BL;KERETA
7705;K109517;DAOP 7;BL;KERETA
7706;K109518;DAOP 1;JAKK;KERETA
7707;K109519;DAOP 7;BL;KERETA
7708;K109520;DAOP 4;SMC;KERETA
7709;K109521;DAOP 1;JAKK;KERETA
7710;K109522;DAOP 1;JAKK;KERETA
7711;K109524;DAOP 4;SMC;KERETA
7712;K109525;DAOP 1;JAKK;KERETA
7713;K109601;DAOP 7;BL;KERETA
7714;K109602;DAOP 7;BL;KERETA
7715;K109603;DAOP 1;JAKK;KERETA
7716;K109604;DAOP 7;BL;KERETA
7717;K109605;DAOP 7;BL;KERETA
7718;K109606;DAOP 6;SLO;KERETA
7719;K109607;DAOP 7;BL;KERETA
7720;K109608;DAOP 1;JAKK;KERETA
7721;K109609;DAOP 7;BL;KERETA
7722;K109610;DAOP 7;BL;KERETA
7723;K109801;DIVRE 1;MDN;KERETA
7724;K109803;DIVRE 1;MDN;KERETA
7725;K109805;DIVRE 1;MDN;KERETA
7726;K109806;DIVRE 1;MDN;KERETA
7727;K109807;DIVRE 1;MDN;KERETA
7728;K109808;DIVRE 1;MDN;KERETA
7729;K109810;DAOP 7;BL;KERETA
7730;K109811;DAOP 1;JAKK;KERETA
7731;K109812;DAOP 6;SLO;KERETA
7732;K109813;DAOP 1;JAKK;KERETA
7733;K109901;DAOP 8;ML;KERETA
7734;K109902;DAOP 1;JAKK;KERETA
7735;K109903;DAOP 8;ML;KERETA
7736;K109904;DAOP 1;JAKK;KERETA
7737;K109905;DAOP 1;JAKK;KERETA
7738;K109906;DAOP 1;JAKK;KERETA
7739;K109907;DAOP 1;JAKK;KERETA
7740;K109908;DAOP 1;JAKK;KERETA
7741;K109909;DAOP 1;JAKK;KERETA
7742;K109910;DAOP 1;JAKK;KERETA
7743;K109911;DAOP 1;JAKK;KERETA
7744;K109912;DAOP 1;JAKK;KERETA
7745;K109913;DAOP 1;JAKK;KERETA
7746;K109914;DIVRE 3;KPT;KERETA
7747;K109915;DAOP 6;SLO;KERETA
7748;K109917;DIVRE 3;KPT;KERETA
7749;K206604;DIVRE 3;KPT;KERETA
7750;K206612;DIVRE 3;KPT;KERETA
7751;K207802;DAOP 8;SBI;KERETA
7752;K207809;DAOP 8;ML;KERETA
7753;K207813;DAOP 8;SBI;KERETA
7754;K207820;DIVRE 3;KPT;KERETA
7755;K207824;DIVRE 3;KPT;KERETA
7756;K207825;DIVRE 3;KPT;KERETA
7757;K207830;DAOP 4;SMC;KERETA
7758;K207846;DIVRE 1;MDN;KERETA
7759;K207848;DIVRE 1;MDN;KERETA
7760;K207853;DIVRE 3;KPT;KERETA
7761;K207854;DIVRE 1;MDN;KERETA
7762;K207860;DIVRE 1;MDN;KERETA
7763;K207861;DIVRE 1;MDN;KERETA
7764;K207865;DIVRE 1;MDN;KERETA
7765;K207866;DIVRE 1;MDN;KERETA
7766;K207869;DIVRE 1;MDN;KERETA
7767;K207872;DIVRE 1;MDN;KERETA
7768;K208008;DAOP 4;SMC;KERETA
7769;K208009;DAOP 8;SBI;KERETA
7770;K208010;DAOP 8;SBI;KERETA
7771;K208019;DAOP 3;CN;KERETA
7772;K208021;DAOP 8;SBI;KERETA
7773;K208029;DAOP 3;CN;KERETA
7774;K208031;DAOP 3;CN;KERETA
7775;K208033;DAOP 3;CN;KERETA
7776;K208034;DAOP 8;SBI;KERETA
7777;K208102;DIVRE 3;KPT;KERETA
7778;K208104;DIVRE 3;KPT;KERETA
7779;K208105;DIVRE 1;MDN;KERETA
7780;K208106;DIVRE 1;MDN;KERETA
7781;K208108;DAOP 5;PWT;KERETA
7782;K208109;DAOP 8;SBI;KERETA
7783;K208110;DAOP 3;CN;KERETA
7784;K208114;DAOP 5;PWT;KERETA
7785;K208115;DAOP 3;CN;KERETA
7786;K208203;DAOP 8;SBI;KERETA
7787;K208208;DAOP 8;SBI;KERETA
7788;K208210;DAOP 5;PWT;KERETA
7789;K208214;DAOP 8;SBI;KERETA
7790;K208220;DAOP 4;SMC;KERETA
7791;K208234;DAOP 8;SBI;KERETA
7792;K208237;DAOP 4;SMC;KERETA
7793;K208238;DAOP 8;ML;KERETA
7794;K208239;DAOP 8;SBI;KERETA
7795;K208240;DAOP 8;SBI;KERETA
7796;K208242;DAOP 5;PWT;KERETA
7797;K208243;DAOP 4;SMC;KERETA
7798;K208247;DAOP 4;SMC;KERETA
7799;K208253;DAOP 8;SBI;KERETA
7800;K208257;DAOP 5;PWT;KERETA
7801;K208258;DAOP 8;SBI;KERETA
7802;K208502;DAOP 8;SBI;KERETA
7803;K208503;DAOP 3;CN;KERETA
7804;K208507;DAOP 8;SBI;KERETA
7805;K208508;DAOP 5;PWT;KERETA
7806;K208606;DAOP 8;ML;KERETA
7807;K208607;DAOP 8;SBI;KERETA
7808;K208608;DIVRE 1;MDN;KERETA
7809;K208611;DAOP 8;SBI;KERETA
7810;K208613;DAOP 3;CN;KERETA
7811;K208617;DAOP 8;ML;KERETA
7812;K208620;DAOP 3;CN;KERETA
7813;K208622;DAOP 8;ML;KERETA
7814;K208623;DAOP 8;SBI;KERETA
7815;K208624;DAOP 8;SBI;KERETA
7816;K208626;DAOP 8;SBI;KERETA
7817;K208629;DAOP 3;CN;KERETA
7818;K208631;DAOP 8;SBI;KERETA
7819;K208632;DAOP 8;SBI;KERETA
7820;K208635;DAOP 4;SMC;KERETA
7821;K209111;DAOP 8;SBI;KERETA
7822;K209602;DAOP 8;SBI;KERETA
7823;K209603;DAOP 5;PWT;KERETA
7824;K300001;DAOP 1;JAKK;KERETA
7825;K300002;DAOP 6;YK;KERETA
7826;K300003;DAOP 6;YK;KERETA
7827;K300004;DAOP 6;YK;KERETA
7828;K300101;DAOP 1;JAKK;KERETA
7829;K300102;DAOP 6;YK;KERETA
7830;K300103;DAOP 1;JAKK;KERETA
7831;K300201;DAOP 8;SDT;KERETA
7832;K300202;DAOP 8;SDT;KERETA
7833;K300203;DAOP 8;SDT;KERETA
7834;K300204;DAOP 8;SDT;KERETA
7835;K300205;DAOP 9;BW;KERETA
7836;K300301;DAOP 5;PWT;KERETA
7837;K300302;DAOP 5;PWT;KERETA
7838;K300303;DAOP 7;BL;KERETA
7839;K300304;DAOP 6;SLO;KERETA
7840;K300404;DAOP 1;JAKK;KERETA
7841;K300406;DAOP 7;BL;KERETA
7842;K300407;DAOP 7;BL;KERETA
7843;K300408;DAOP 7;BL;KERETA
7844;K300409;DAOP 1;JAKK;KERETA
7845;K300410;DAOP 7;BL;KERETA
7846;K300501;DAOP 8;SBI;KERETA
7847;K300502;DAOP 8;ML;KERETA
7848;K300503;DAOP 8;SBI;KERETA
7849;K300504;DAOP 8;ML;KERETA
7850;K300505;DAOP 7;BL;KERETA
7851;K300507;DAOP 8;ML;KERETA
7852;K300508;DAOP 7;BL;KERETA
7853;K300509;DAOP 8;ML;KERETA
7854;K300601;DAOP 6;SLO;KERETA
7855;K300602;DAOP 6;SLO;KERETA
7856;K300603;DAOP 6;SLO;KERETA
7857;K300604;DAOP 6;SLO;KERETA
7858;K300605;DAOP 6;SLO;KERETA
7859;K300606;DAOP 6;SLO;KERETA
7860;K300607;DAOP 8;SBI;KERETA
7861;K300608;DAOP 6;SLO;KERETA
7862;K300609;DAOP 6;SLO;KERETA
7863;K300610;DAOP 6;SLO;KERETA
7864;K300611;DAOP 6;SLO;KERETA
7865;K300612;DAOP 5;PWT;KERETA
7866;K300613;DAOP 5;PWT;KERETA
7867;K300614;DAOP 5;PWT;KERETA
7868;K300615;DAOP 5;PWT;KERETA
7869;K300616;DAOP 5;PWT;KERETA
7870;K300617;DAOP 5;PWT;KERETA
7871;K300618;DAOP 5;PWT;KERETA
7872;K300619;DAOP 5;KTA;KERETA
7873;K300620;DAOP 1;JAKK;KERETA
7874;K300621;DAOP 6;YK;KERETA
7875;K300622;DAOP 2;BD;KERETA
7876;K300623;DAOP 2;BD;KERETA
7877;K300624;DAOP 2;BD;KERETA
7878;K300704;DAOP 6;YK;KERETA
7879;K300707;DAOP 8;SBI;KERETA
7880;K300708;DAOP 8;SBI;KERETA
7881;K300709;DAOP 8;SBI;KERETA
7882;K300710;DAOP 8;SDT;KERETA
7883;K300711;DAOP 8;SBI;KERETA
7884;K300712;DAOP 6;YK;KERETA
7885;K300713;DAOP 6;YK;KERETA
7886;K300714;DAOP 6;YK;KERETA
7887;K300715;DAOP 6;YK;KERETA
7888;K300716;DAOP 6;YK;KERETA
7889;K300717;DAOP 7;BL;KERETA
7890;K300718;DAOP 7;BL;KERETA
7891;K300719;DAOP 2;BD;KERETA
7892;K300720;DAOP 2;BD;KERETA
7893;K300721;DAOP 6;YK;KERETA
7894;K300722;DAOP 7;BL;KERETA
7895;K300723;DAOP 1;JAKK;KERETA
7896;K300724;DAOP 6;YK;KERETA
7897;K300725;DAOP 7;BL;KERETA
7898;K300726;DAOP 4;SMC;KERETA
7899;K300727;DAOP 7;BL;KERETA
7900;K300728;DIVRE 4;TNK;KERETA
7901;K300729;DIVRE 4;TNK;KERETA
7902;K300730;DIVRE 4;TNK;KERETA
7903;K300731;DIVRE 4;TNK;KERETA
7904;K300732;DIVRE 4;TNK;KERETA
7905;K300733;DIVRE 4;TNK;KERETA
7906;K300734;DIVRE 1;MDN;KERETA
7907;K300735;DIVRE 1;MDN;KERETA
7908;K300736;DIVRE 1;MDN;KERETA
7909;K300737;DIVRE 1;MDN;KERETA
7910;K300738;DIVRE 1;MDN;KERETA
7911;K300739;DIVRE 1;MDN;KERETA
7912;K300801;DAOP 1;RK;KERETA
7913;K300803;DAOP 1;RK;KERETA
7914;K300804;DAOP 1;RK;KERETA
7915;K300805;DAOP 1;RK;KERETA
7916;K300806;DAOP 1;RK;KERETA
7917;K300807;DAOP 1;RK;KERETA
7918;K300808;DAOP 2;BD;KERETA
7919;K300809;DAOP 2;BD;KERETA
7920;K300811;DAOP 7;BL;KERETA
7921;K300812;DAOP 8;ML;KERETA
7922;K300813;DAOP 8;ML;KERETA
7923;K300814;DAOP 8;ML;KERETA
7924;K300815;DAOP 8;ML;KERETA
7925;K300816;DAOP 8;SDT;KERETA
7926;K300817;DAOP 8;ML;KERETA
7927;K300818;DAOP 8;ML;KERETA
7928;K300819;DIVRE 2;PD;KERETA
7929;K300820;DIVRE 2;PD;KERETA
7930;K300821;DIVRE 2;PD;KERETA
7931;K300822;DIVRE 2;PD;KERETA
7932;K300901;DAOP 7;BL;KERETA
7933;K300902;DAOP 7;BL;KERETA
7934;K300903;DAOP 7;BL;KERETA
7935;K300904;DAOP 2;BD;KERETA
7936;K300905;DAOP 7;BL;KERETA
7937;K300906;DAOP 7;BL;KERETA
7938;K300907;DAOP 7;BL;KERETA
7939;K300908;DAOP 7;BL;KERETA
7940;K300909;DAOP 7;BL;KERETA
7941;K300910;DAOP 2;BD;KERETA
7942;K300911;DAOP 7;BL;KERETA
7943;K300912;DAOP 2;BD;KERETA
7944;K300913;DAOP 2;BD;KERETA
7945;K300914;DAOP 5;KTA;KERETA
7946;K300915;DAOP 5;KTA;KERETA
7947;K300916;DAOP 5;KTA;KERETA
7948;K300917;DAOP 5;KTA;KERETA
7949;K300918;DAOP 5;KTA;KERETA
7950;K300919;DAOP 5;KTA;KERETA
7951;K300920;DAOP 1;RK;KERETA
7952;K300921;DAOP 5;KTA;KERETA
7953;K300922;DAOP 6;SLO;KERETA
7954;K300923;DAOP 2;BD;KERETA
7955;K300924;DAOP 7;BL;KERETA
7956;K300925;DAOP 7;BL;KERETA
7957;K300926;DAOP 7;BL;KERETA
7958;K300927;DAOP 7;BL;KERETA
7959;K300928;DAOP 7;BL;KERETA
7960;K300929;DAOP 7;BL;KERETA
7961;K300930;DAOP 7;BL;KERETA
7962;K300931;DAOP 7;BL;KERETA
7963;K300932;DAOP 7;BL;KERETA
7964;K300933;DAOP 2;BD;KERETA
7965;K300934;DAOP 7;BL;KERETA
7966;K300935;DAOP 2;BD;KERETA
7967;K300936;DAOP 7;BL;KERETA
7968;K300937;DAOP 2;BD;KERETA
7969;K300938;DAOP 2;BD;KERETA
7970;K300939;DAOP 9;BW;KERETA
7971;K300940;DAOP 9;BW;KERETA
7972;K300941;DAOP 9;BW;KERETA
7973;K300942;DAOP 9;BW;KERETA
7974;K300943;DAOP 9;BW;KERETA
7975;K300944;DIVRE 2;PD;KERETA
7976;K300945;DIVRE 2;PD;KERETA
7977;K300947;DIVRE 2;PD;KERETA
7978;K301004;DAOP 6;YK;KERETA
7979;K301007;DAOP 6;YK;KERETA
7980;K301101;DAOP 6;YK;KERETA
7981;K301102;DAOP 6;YK;KERETA
7982;K301103;DAOP 8;ML;KERETA
7983;K301104;DAOP 8;ML;KERETA
7984;K301105;DAOP 8;ML;KERETA
7985;K301106;DAOP 8;ML;KERETA
7986;K301107;DAOP 8;ML;KERETA
7987;K301207;DAOP 8;ML;KERETA
7988;K301215;DAOP 8;ML;KERETA
7989;K301231;DAOP 1;JAKK;KERETA
7990;K301233;DAOP 6;YK;KERETA
7991;K301236;DAOP 5;PWT;KERETA
7992;K301241;DAOP 1;JAKK;KERETA
7993;K301244;DAOP 1;JAKK;KERETA
7994;K301245;DAOP 5;PWT;KERETA
7995;K301247;DAOP 1;JAKK;KERETA
7996;K301248;DAOP 1;JAKK;KERETA
7997;K301249;DAOP 1;JAKK;KERETA
7998;K301401;DAOP 6;SLO;KERETA
7999;K301402;DAOP 6;SLO;KERETA
8000;K301403;DAOP 6;SLO;KERETA
8001;K301404;DAOP 6;SLO;KERETA
8002;K301405;DAOP 6;SLO;KERETA
8003;K301406;DAOP 6;SLO;KERETA
8004;K301407;DAOP 6;SLO;KERETA
8005;K301408;DAOP 6;SLO;KERETA
8006;K301409;DAOP 6;SLO;KERETA
8007;K301410;DAOP 1;JAKK;KERETA
8008;K301411;DAOP 5;PWT;KERETA
8009;K301412;DAOP 5;PWT;KERETA
8010;K301413;DAOP 5;PWT;KERETA
8011;K301414;DAOP 5;PWT;KERETA
8012;K301415;DAOP 6;SLO;KERETA
8013;K301416;DAOP 6;SLO;KERETA
8014;K301417;DAOP 5;PWT;KERETA
8015;K301418;DAOP 6;SLO;KERETA
8016;K301419;DAOP 6;SLO;KERETA
8017;K301420;DAOP 6;SLO;KERETA
8018;K301421;DAOP 5;PWT;KERETA
8019;K301422;DAOP 1;JAKK;KERETA
8020;K301423;DAOP 1;JAKK;KERETA
8021;K301424;DAOP 1;JAKK;KERETA
8022;K301425;DAOP 1;JAKK;KERETA
8023;K301426;DAOP 1;JAKK;KERETA
8024;K301427;DAOP 1;JAKK;KERETA
8025;K301428;DAOP 1;JAKK;KERETA
8026;K301429;DAOP 1;JAKK;KERETA
8027;K301430;DAOP 1;JAKK;KERETA
8028;K301431;DAOP 1;JAKK;KERETA
8029;K301432;DAOP 1;JAKK;KERETA
8030;K301433;DAOP 1;JAKK;KERETA
8031;K301434;DAOP 1;JAKK;KERETA
8032;K301435;DAOP 8;ML;KERETA
8033;K301436;DAOP 8;ML;KERETA
8034;K301437;DAOP 1;JAKK;KERETA
8035;K301438;DAOP 6;SLO;KERETA
8036;K301439;DAOP 6;SLO;KERETA
8037;K301440;DAOP 1;JAKK;KERETA
8038;K301441;DAOP 6;YK;KERETA
8039;K301442;DAOP 6;YK;KERETA
8040;K301443;DAOP 6;YK;KERETA
8041;K301445;DAOP 6;YK;KERETA
8042;K301446;DAOP 6;YK;KERETA
8043;K301447;DAOP 1;JAKK;KERETA
8044;K301448;DAOP 1;JAKK;KERETA
8045;K301449;DAOP 1;JAKK;KERETA
8046;K301450;DAOP 1;JAKK;KERETA
8047;K301601;DAOP 3;CN;KERETA
8048;K301602;DAOP 3;CN;KERETA
8049;K301603;DAOP 3;CN;KERETA
8050;K301604;DAOP 4;SMC;KERETA
8051;K301605;DAOP 3;CN;KERETA
8052;K301609;DAOP 4;SMC;KERETA
