,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,TAHUN_2,UMUR,RANGE_USIA
7108,GD541959,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7109,GD541960,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7110,GD541961,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7111,GD541962,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7112,GD541963,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7113,GD541964,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7114,GD541965,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7115,GD541966,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7116,GD541967,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7117,GD541968,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7118,GD541969,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7119,GD541970,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7120,GD541971,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7121,GD541972,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7122,GD541973,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7123,GD541974,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7124,GD541975,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7125,GD541976,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7126,GD541977,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7127,GD541978,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7128,GD541979,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7129,GD541980,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7130,GD541981,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7131,GD541982,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7132,GD541983,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7133,GD541984,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7134,GD541985,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7135,GD541986,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7136,GD541987,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7137,GD541988,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7138,GD541989,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7139,GD541990,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7140,GD541991,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7141,GD541992,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7142,GD541993,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7143,GD541994,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7144,GD541995,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7145,GD541996,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7146,GD541997,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7147,GD541998,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7148,GD541999,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7149,GD5419100,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7150,GD5419101,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7151,GD5419102,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7152,GD5419103,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7153,GD5419104,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7154,GD5419105,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7155,GD5419106,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7156,GD5419107,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7157,GD5419108,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7158,GD5419109,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7159,GD5419110,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7160,GD5419111,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7161,GD5419112,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7162,GD5419113,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7163,GD5419114,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7164,GD5419115,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7165,GD5419116,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7166,GD5419117,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7167,GD5419118,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7168,GD5419119,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7169,GD5419120,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7170,GD5419121,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7171,GD5419122,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7172,GD5419123,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7173,GD5419124,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7174,GD5419125,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7175,GD5419126,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7176,GD5419127,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7177,GD5419128,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7178,GD5419129,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7179,GD5419130,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7180,GD5419131,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7181,GD5419132,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7182,GD5419133,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7183,GD5419134,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7184,GD5419135,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7185,GD5419136,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7186,GD5419137,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7187,GD5419138,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7188,GD5419139,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7189,GD5419140,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7190,GD5419141,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7191,GD5419142,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7192,GD5419143,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7193,GD5419144,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7194,GD5419145,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7195,GD5419146,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7196,GD5419147,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7197,GD5419148,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7198,GD5419149,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7199,GD5419150,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7200,GD5419151,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7201,GD5419152,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7202,GD5419153,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7203,GD5419154,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7204,GD5419155,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7205,GD5419156,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7206,GD5419157,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7207,GD5419158,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7208,GD5419159,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7209,GD5419160,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7210,GD5419161,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7211,GD5419162,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7212,GD5419163,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7213,GD5419164,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7214,GD5419165,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7215,GD5419166,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7216,GD5419167,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7217,GD5419168,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7218,GD5419169,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7219,GD5419170,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7220,GD5419171,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7221,GD5419172,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7222,GD5419173,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7223,GD5419174,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7224,GD5419175,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7225,GD5419176,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7226,GD5419177,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7227,GD5419178,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7228,GD5419179,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7229,GD5419180,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7230,GD5419181,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7231,GD5419182,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7232,GD5419183,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7233,GD5419184,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7234,GD5419185,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7235,GD5419186,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7236,GD5419187,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7237,GD5419188,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7238,GD5419189,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7239,GD5419190,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7240,GD5419191,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7241,GD5419192,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7242,GD5419193,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7243,GD5419194,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7244,GD5419195,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7245,GD5419196,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7246,GD5419197,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7247,GD5419198,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7248,GD5419199,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7249,GD5419200,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7250,GD5419201,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7251,GD5419202,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7252,GD5419203,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7253,GD5419204,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7254,GD5419205,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7255,GD5419206,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7256,GD5419207,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7257,GD5419208,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7258,GD5419209,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7259,GD5419210,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7260,GD5419211,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7261,GD5419212,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7262,GD5419213,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7263,GD5419214,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7264,GD5419215,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7265,GD5419216,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7266,GD5419217,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7267,GD5419218,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7268,GD5419219,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7269,GD5419220,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7270,GD5419221,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7271,GD5419222,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7272,GD5419223,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7273,GD5419224,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7274,GD5419225,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7275,GD5419226,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7276,GD5419227,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7277,GD5419228,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7278,GD5419229,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7279,GD5419230,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7280,GD5419231,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7281,GD5419232,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7282,GD5419233,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7283,GD5419234,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7284,GD5419235,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7285,GD5419236,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7286,GD5419237,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7287,GD5419238,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7288,GD5419239,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7289,GD5419240,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7290,GD5419241,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7291,GD5419242,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7292,GD5419243,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7293,GD5419244,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7294,GD5419245,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7295,GD5419246,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7296,GD5419247,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7297,GD5419248,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7298,GD5419249,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7299,GD5419250,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7300,GD5419251,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7301,GD5419252,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7302,GD5419253,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7303,GD5419254,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7304,GD5419255,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7305,GD5419256,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7306,GD5419257,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7307,GD5419258,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7308,GD5419259,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7309,GD5419260,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7310,GD5419261,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7311,GD5419262,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7312,GD5419263,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7313,GD5419264,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7314,GD5419265,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7315,GD5419266,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7316,GD5419267,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7317,GD5419268,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7318,GD5419269,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7319,GD5419270,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7320,GD5419271,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7321,GD5419272,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7322,GD5419273,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7323,GD5419274,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7324,GD5419275,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7325,GD5419276,DIVRE 3,SIG,GERBONG,19,2019,2,<=10 th
7326,GD3084148,DIVRE 2,BKP,GERBONG,84,1984,37,>30 th
7327,GD3084149,DIVRE 2,BKP,GERBONG,84,1984,37,>30 th
7328,GD3084151,DIVRE 2,BKP,GERBONG,84,1984,37,>30 th
7329,GK306537,DAOP 5,MA,GERBONG,65,1965,56,>30 th
7330,GK306587,DAOP 5,MA,GERBONG,65,1965,56,>30 th
7331,GK3065164,DAOP 5,MA,GERBONG,65,1965,56,>30 th
7332,GB258317,DAOP 3,AWN,GERBONG,83,1983,38,>30 th
7333,GK401002,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7334,GK401005,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7335,GB258325,DAOP 3,AWN,GERBONG,83,1983,38,>30 th
7336,GB308463,DAOP 3,AWN,GERBONG,84,1984,37,>30 th
7337,GD458421,DAOP 9,BW,GERBONG,84,1984,37,>30 th
7338,GK401003,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7339,GK401006,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7340,GK401007,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7341,GK401008,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7342,GK401009,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7343,GK401012,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7344,GK401014,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7345,GK401038,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7346,GK401041,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7347,GK401048,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7348,GK401050,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7349,GK401063,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7350,GK401066,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
7351,GB5011399,DIVRE 4,RJS,GERBONG,11,2011,10,<=10 th
7352,GB5011597,DIVRE 4,RJS,GERBONG,11,2011,10,<=10 th
7353,GB5011250,DIVRE 4,RJS,GERBONG,11,2011,10,<=10 th
7354,GB5011532,DIVRE 4,RJS,GERBONG,11,2011,10,<=10 th
7355,GB5012305,DIVRE 4,RJS,GERBONG,12,2012,9,<=10 th
7356,GB5013133,DIVRE 4,RJS,GERBONG,13,2013,8,<=10 th
7357,GB5012152,DIVRE 4,RJS,GERBONG,12,2012,9,<=10 th
7358,GB5012325,DIVRE 4,RJS,GERBONG,12,2012,9,<=10 th
7359,GB5012245,DIVRE 4,RJS,GERBONG,12,2012,9,<=10 th
7360,GB5014222,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7361,GB5014515,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7362,GB5014266,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7363,GB501473,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7364,GB5014403,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7365,GB5014265,DIVRE 4,RJS,GERBONG,14,2014,7,<=10 th
7366,GD458405,DIVRE 4,RJS,GERBONG,84,1984,37,>30 th
7367,B00702,DAOP 9,BW,KERETA,7,2007,14,11-20 th
7368,B00705,DAOP 8,ML,KERETA,7,2007,14,11-20 th
7369,B00706,DAOP 9,BW,KERETA,7,2007,14,11-20 th
7370,B00710,DAOP 1,JAKG,KERETA,7,2007,14,11-20 th
7371,B00711,DAOP 1,JAKG,KERETA,7,2007,14,11-20 th
7372,B00712,DAOP 5,PWT,KERETA,7,2007,14,11-20 th
7373,B00713,DAOP 5,PWT,KERETA,7,2007,14,11-20 th
7374,B00714,DAOP 5,PWT,KERETA,7,2007,14,11-20 th
7375,B00715,DAOP 5,PWT,KERETA,7,2007,14,11-20 th
7376,B00716,DAOP 6,SLO,KERETA,7,2007,14,11-20 th
7377,B00717,DAOP 6,SLO,KERETA,7,2007,14,11-20 th
7378,B00718,DAOP 1,JAKG,KERETA,7,2007,14,11-20 th
7379,B00801,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7380,B00802,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7381,B00803,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7382,B00804,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7383,B00805,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7384,B00806,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7385,B00807,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7386,B00808,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7387,B00809,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7388,B00810,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7389,B00811,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7390,B00812,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7391,B00813,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7392,B00814,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7393,B00815,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7394,B00816,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7395,B00817,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7396,B00818,DAOP 1,JAKG,KERETA,8,2008,13,11-20 th
7397,B00819,DAOP 2,BD,KERETA,8,2008,13,11-20 th
7398,B00820,DAOP 2,BD,KERETA,8,2008,13,11-20 th
7399,B00901,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7400,B00902,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7401,B00903,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7402,B00904,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7403,B00905,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7404,B00906,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7405,B00907,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7406,B00908,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7407,B00909,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7408,B00910,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7409,B00911,DAOP 2,BD,KERETA,9,2009,12,11-20 th
7410,B00912,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7411,B00913,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7412,B00914,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7413,B00915,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7414,B00916,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7415,B00917,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7416,B00918,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7417,B01401,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7418,B01402,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7419,B01403,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7420,B01404,DAOP 8,ML,KERETA,14,2014,7,<=10 th
7421,B01405,DAOP 8,ML,KERETA,14,2014,7,<=10 th
7422,B01406,DAOP 8,ML,KERETA,14,2014,7,<=10 th
7423,B01407,DAOP 8,ML,KERETA,14,2014,7,<=10 th
7424,B01408,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7425,B01409,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7426,B01410,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7427,B01411,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7428,B01412,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7429,B01413,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7430,B01414,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7431,B01415,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7432,B01416,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7433,B01417,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7434,B01418,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7435,B01419,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7436,B01420,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7437,B01421,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7438,B01422,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7439,B01423,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7440,B01424,DAOP 2,BD,KERETA,14,2014,7,<=10 th
7441,B01425,DAOP 5,PWT,KERETA,14,2014,7,<=10 th
7442,B01426,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7443,B01427,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7444,B01428,DAOP 8,SDT,KERETA,14,2014,7,<=10 th
7445,B01429,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7446,B01430,DAOP 1,JAKG,KERETA,14,2014,7,<=10 th
7447,B01431,DAOP 9,BW,KERETA,14,2014,7,<=10 th
7448,B01432,DAOP 9,BW,KERETA,14,2014,7,<=10 th
7449,B01433,DAOP 2,BD,KERETA,14,2014,7,<=10 th
7450,B05403,DAOP 1,JAKG,KERETA,54,1954,67,>30 th
7451,B06501,DAOP 1,JAKG,KERETA,65,1965,56,>30 th
7452,B08104,DAOP 8,SBI,KERETA,81,1981,40,>30 th
7453,B08205,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7454,B08206,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7455,B08207,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7456,B08208,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7457,B08209,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7458,B08210,DIVRE 1,MDN,KERETA,82,1982,39,>30 th
7459,B08501,DIVRE 1,MDN,KERETA,85,1985,36,>30 th
7460,B09104,DAOP 8,SBI,KERETA,91,1991,30,21-30 th
7461,B09105,DAOP 8,SBI,KERETA,91,1991,30,21-30 th
7462,BP00701,DAOP 1,JAKG,KERETA,7,2007,14,11-20 th
7463,BP00702,DAOP 1,JAKG,KERETA,7,2007,14,11-20 th
7464,BP00903,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7465,BP00904,DAOP 1,JAKG,KERETA,9,2009,12,11-20 th
7466,K100101,DAOP 4,SMC,KERETA,1,2001,20,11-20 th
7467,K100102,DAOP 8,SBI,KERETA,1,2001,20,11-20 th
