,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,tgl_masa_uji,STATUS_UJI
1678,GD421065,DIVRE 3,SIG,GERBONG,2021-08-27,Kadaluarsa
1679,GD421066,DIVRE 3,SIG,GERBONG,2020-08-09,Kadaluarsa
1680,GD421067,DIVRE 3,SIG,GERBONG,2022-03-19,Masih Berlaku
1681,GD421068,DIVRE 3,SIG,GERBONG,2020-02-23,Kadaluarsa
1682,GD421069,DIVRE 3,SIG,GERBONG,2020-09-07,Kadaluarsa
1683,GD421070,DIVRE 3,SIG,GERBONG,2020-09-26,Kadaluarsa
1684,GD4211269,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1685,GD4211270,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1686,GD4211271,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1687,GD4211272,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1688,GD4211273,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1689,GD4211274,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1690,GD4211275,DIVRE 3,SIG,GERBONG,2020-09-07,Kadaluarsa
1691,GD4211276,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1692,GD4211277,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1693,GD4211278,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1694,GD4211279,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1695,GD4211282,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1696,GD4211283,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1697,GD4211284,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1698,GD4211285,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1699,GD4211286,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1700,GD4211287,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1701,GD4211288,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1702,GD4211289,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1703,GD4211290,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1704,GD4211291,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1705,GD4211292,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1706,GD4211293,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1707,GD4211294,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1708,GD4211295,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1709,GD4211296,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1710,GD4211297,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1711,GD4211298,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1712,GD4211299,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1713,GD4211300,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1714,GD4212121,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1715,GD4212122,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1716,GD4212123,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1717,GD4212124,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1718,GD4212125,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1719,GD4212126,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1720,GD4212127,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1721,GD4212128,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1722,GD4212129,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1723,GD4212130,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1724,GD4212131,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1725,GD4212132,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1726,GD4212133,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1727,GD4212134,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1728,GD4212135,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1729,GD4212136,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1730,GD4212137,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1731,GD4212138,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1732,GD4212139,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1733,GD4212140,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1734,GD4212141,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1735,GD4212142,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1736,GD4212143,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1737,GD4212144,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1738,GD4212145,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1739,GD4212146,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1740,GD4212147,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1741,GD4212148,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1742,GD4212149,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1743,GD4212150,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1744,GD4212151,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1745,GD4212152,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1746,GD4212153,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1747,GD4212154,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1748,GD4212155,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1749,GD4212156,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1750,GD4212157,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1751,GD4212158,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1752,GD4212159,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1753,GD4212160,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1754,GD4212161,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1755,GD4212162,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1756,GD4212163,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1757,GD4212164,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1758,GD4212165,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1759,GD4212166,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1760,GD4212167,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1761,GD4212168,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1762,GD4212169,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1763,GD4212170,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1764,GD4212171,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1765,GD4212172,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1766,GD4212173,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1767,GD4212174,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1768,GD4212175,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1769,GD4212176,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1770,GD4212177,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1771,GD4212178,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1772,GD4212179,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1773,GD4212180,DIVRE 3,SIG,GERBONG,2020-02-13,Kadaluarsa
1774,GD4212181,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1775,GD4212182,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1776,GD4212183,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1777,GD4212184,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1778,GD4212185,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1779,GD4212186,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1780,GD4212187,DIVRE 3,SIG,GERBONG,2020-12-06,Kadaluarsa
1781,GD4212188,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1782,GD4212189,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1783,GD4212190,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1784,GD4212191,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1785,GD4212192,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
1786,GD4212193,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1787,GD4212194,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1788,GD4212195,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1789,GD4212196,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1790,GD4212197,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1791,GD4212198,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1792,GD4212199,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1793,GD4212200,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1794,GD4212201,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1795,GD4212202,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1796,GD4212203,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1797,GD4212204,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1798,GD4212205,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1799,GD4212206,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1800,GD4212207,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1801,GD4212208,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1802,GD4212209,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1803,GD4212210,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1804,GD4212211,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1805,GD4212212,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1806,GD4212213,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1807,GD4212214,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1808,GD4212215,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1809,GD4212216,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1810,GD4212217,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1811,GD4212218,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1812,GD4212219,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1813,GD4212220,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1814,GD4212341,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1815,GD4212342,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1816,GD4212343,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1817,GD4212344,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1818,GD4212345,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1819,GD4212346,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1820,GD4212347,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1821,GD4212348,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1822,GD4212349,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1823,GD4212350,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1824,GD4212351,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1825,GD4212352,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1826,GD4212353,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1827,GD4212354,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1828,GD4212355,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1829,GD4212356,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1830,GD4212357,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1831,GD4212358,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1832,GD4212359,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1833,GD4212360,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1834,GD4212361,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1835,GD4212362,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1836,GD4212363,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1837,GD4212364,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1838,GD4212365,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1839,GD4212366,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1840,GD4212367,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1841,GD4212369,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1842,GD4212370,DAOP 8,SDT,GERBONG,2019-02-15,Kadaluarsa
1843,GD4212371,DAOP 8,SDT,GERBONG,2019-02-15,Kadaluarsa
1844,GD4212372,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1845,GD4212373,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1846,GD4212374,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1847,GD4212375,DAOP 8,SDT,GERBONG,2019-02-15,Kadaluarsa
1848,GD4212376,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1849,GD4212377,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1850,GD4212378,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1851,GD4212379,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1852,GD4212380,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1853,GD4212381,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1854,GD4212382,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1855,GD4212383,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1856,GD4212385,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1857,GD4212386,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1858,GD4212387,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1859,GD4212388,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1860,GD4212389,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1861,GD4212390,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1862,GD4212391,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1863,GD4212392,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1864,GD4212393,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1865,GD4212394,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1866,GD4212395,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1867,GD4212396,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1868,GD4212397,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1869,GD4212398,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1870,GD4212399,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1871,GD4212400,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1872,GD4212401,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1873,GD4212402,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1874,GD4212403,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1875,GD4212404,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1876,GD4212405,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1877,GD4212406,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1878,GD4212407,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1879,GD4212408,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1880,GD4212409,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1881,GD4212410,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1882,GD4212411,DAOP 8,SDT,GERBONG,2019-09-22,Kadaluarsa
1883,GD4212412,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1884,GD4212413,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1885,GD4212414,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1886,GD4212415,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1887,GD4212416,DAOP 8,SDT,GERBONG,2020-02-15,Kadaluarsa
1888,GD4212417,DAOP 8,SDT,GERBONG,2020-07-19,Kadaluarsa
1889,GD4212418,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1890,GD4212419,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1891,GD4212420,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1892,GD4212481,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1893,GD4212482,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1894,GD4212483,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1895,GD4212491,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1896,GD4212495,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1897,GD4212511,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1898,GD4212512,DAOP 8,SDT,GERBONG,2020-02-15,Kadaluarsa
1899,GD4212513,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1900,GD4212514,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1901,GD4212515,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1902,GD4212517,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1903,GD4212518,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1904,GD4212519,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1905,GD4212520,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1906,GD4213151,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1907,GD4213152,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1908,GD4213153,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1909,GD4213154,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1910,GD4213155,DAOP 8,SDT,GERBONG,2019-09-29,Kadaluarsa
1911,GD4213156,DAOP 8,SDT,GERBONG,2019-09-29,Kadaluarsa
1912,GD4213157,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1913,GD4213158,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1914,GD4213159,DAOP 8,SDT,GERBONG,2019-09-29,Kadaluarsa
1915,GD4213160,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1916,GD4213161,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1917,GD4213162,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1918,GD4213163,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1919,GD4213164,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1920,GD4213165,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1921,GD4213166,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1922,GD4213167,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1923,GD4213168,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1924,GD4213169,DAOP 8,SDT,GERBONG,2019-09-29,Kadaluarsa
1925,GD4213170,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1926,GD4213171,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1927,GD4213172,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1928,GD4213174,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1929,GD4213175,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1930,GD4213176,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1931,GD4213177,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1932,GD4213178,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1933,GD4213180,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1934,GD4213182,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1935,GD4213184,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1936,GD4213185,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1937,GD4213188,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1938,GD4213189,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1939,GD4213190,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1940,GD4213191,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1941,GD4213192,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1942,GD4213193,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1943,GD4213197,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1944,GD4213198,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1945,GD4213199,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1946,GD4213200,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1947,GD4213201,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1948,GD4213202,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1949,GD4213203,DAOP 8,SDT,GERBONG,2020-11-08,Kadaluarsa
1950,GD4213204,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1951,GD4213205,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1952,GD4213206,DAOP 8,SDT,GERBONG,2019-11-24,Kadaluarsa
1953,GD4213207,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1954,GD4213208,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1955,GD4213209,DAOP 8,SDT,GERBONG,2020-08-09,Kadaluarsa
1956,GD4213210,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1957,GD4214321,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1958,GD4214322,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1959,GD4214328,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1960,GD4214366,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1961,GD4214369,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1962,GD4214473,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1963,GD4214474,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1964,GD4214483,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1965,GD4214496,DAOP 8,SDT,GERBONG,2021-08-27,Kadaluarsa
1966,GD4214503,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1967,GD4214510,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1968,GD4214513,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1969,GD4214517,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1970,GD4214520,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1971,GD4214526,DAOP 8,SDT,GERBONG,2020-09-26,Kadaluarsa
1972,GD4214528,DAOP 8,SDT,GERBONG,2019-10-13,Kadaluarsa
1973,GD4214536,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1974,GD4214537,DAOP 8,SDT,GERBONG,2019-11-17,Kadaluarsa
1975,GD4214541,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1976,GD4214543,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1977,GD4214548,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1978,GD4214550,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1979,GD4214556,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1980,GD4214563,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1981,GD4214565,DAOP 8,SDT,GERBONG,2020-09-07,Kadaluarsa
1982,GD4214566,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1983,GD4214574,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1984,GD4214582,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1985,GD4214583,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1986,GD4214588,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1987,GD4214591,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1988,GD4214593,DAOP 8,SDT,GERBONG,2020-02-13,Kadaluarsa
1989,GD4214594,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1990,GD4214598,DAOP 8,SDT,GERBONG,2020-12-06,Kadaluarsa
1991,GD541501,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1992,GD541502,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1993,GD541503,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1994,GD541504,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1995,GD541505,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1996,GD541506,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1997,GD541507,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1998,GD541508,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
1999,GD541509,DIVRE 3,SIG,GERBONG,2020-12-13,Kadaluarsa
2000,GD5415100,DIVRE 3,SIG,GERBONG,2021-10-01,Kadaluarsa
2001,GD5415101,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
2002,GD5415102,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
2003,GD5415103,DIVRE 3,SIG,GERBONG,2020-11-15,Kadaluarsa
2004,GD5415104,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
2005,GD5415105,DIVRE 3,SIG,GERBONG,2020-09-12,Kadaluarsa
2006,GD5415106,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
2007,GD5415107,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
2008,GD5415108,DIVRE 3,SIG,GERBONG,2020-11-29,Kadaluarsa
