kode_sarana;kode_sarana_lama;id_kartu;id_jenis;id_sub_jenis;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update
GB308401;ZZOW 30076;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308403;ZZOW 30078;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308404;ZZOW 30092;0;4;16;58;1984;7;19;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308405;ZZOW 30093;0;4;16;58;1984;7;19;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308406;ZZOW 30095;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308407;ZZOW 30100;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308408;ZZOW 30102;0;4;16;58;1984;7;19;Tidak Aktiv;;28/12/2009;21/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308409;ZZOW 30108;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308410;ZZOW 30113;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308411;ZZOW 30114;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308412;ZZOW 30120;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308413;ZZOW 30121;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308414;ZZOW 30122;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308415;ZZOW 30125;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308416;ZZOW 30128;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308417;ZZOW 30134;0;4;16;58;1984;9;79;Aktiv;;28/12/2009;06/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308418;ZZOW 30138;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308419;ZZOW 30142;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308420;ZZOW 30146;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308421;ZZOW 30147;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;06/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308422;ZZOW 30148;0;4;16;58;1984;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308423;ZZOW 30149;0;4;16;58;1984;9;79;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308424;ZZOW 30150;0;4;16;58;1984;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308425;ZZOW 30156;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308426;ZZOW 30163;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;08/09/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308427;ZZOW 30164;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;28/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308428;ZZOW 30166;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308429;ZZOW 30167;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308430;ZZOW 30172;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308431;ZZOW 30173;0;4;16;58;1984;7;19;Tidak Aktiv;;28/12/2009;21/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306531;KKBW 21;0;4;16;57;1965;15;41;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306532;KKBW 27;0;4;16;57;1965;15;41;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306533;KKBW 69;0;4;16;57;1965;15;41;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306534;KKBW 92;0;4;16;57;1965;15;41;Aktiv;;28/12/2009;27/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306535;KKBW 136;0;4;16;57;1965;15;41;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306536;KKBW 279;0;4;16;57;1965;15;41;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308493;ZZOW 30140;0;4;16;58;1984;15;41;Aktiv;;28/12/2009;13/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308495;ZZOW 30171;0;4;16;58;1984;15;41;Aktiv;;28/12/2009;27/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306537;KKBW 04;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;15/02/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306538;KKBW 06;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;14/08/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306539;KKBW 08;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;15/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306541;KKBW 12;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306545;KKBW 17;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306547;KKBW 33;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306548;KKBW 34;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306549;KKBW 38;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306550;KKBW 40;0;4;16;57;1965;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306551;KKBW 44;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306553;KKBW 46;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306554;KKBW 47;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;21/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306555;KKBW 48;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;06/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306556;KKBW 49;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;05/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306558;KKBW 54;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;06/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306559;KKBW 55;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306560;KKBW 60;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306561;KKBW 62;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306562;KKBW 67;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306563;KKBW 68;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;12/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306564;KKBW 69;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306565;KKBW 71;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306566;KKBW 77;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306567;KKBW 78;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306568;KKBW 81;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306569;KKBW 84;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306570;KKBW 85;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306572;KKBW 91;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;06/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306573;KKBW 92;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306574;KKBW 94;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306576;KKBW 103B;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;12/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306577;KKBW 110;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306578;KKBW 113;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306579;KKBW 114;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;12/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306580;KKBW 116;0;4;16;57;1965;16;44;Aktiv;;28/12/2009;21/09/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306581;KKBW 117;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306582;KKBW 118;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306583;KKBW 119;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;12/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306584;KKBW 120;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306585;KKBW 225;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306586;KKBW 229;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306587;KKBW 230;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;28/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306588;KKBW 231;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306589;KKBW 233;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306590;KKBW 234;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306591;KKBW 238;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306592;KKBW 240;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;12/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306593;KKBW 242;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;15/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306594;KKBW 243;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306595;KKBW 244;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306596;KKBW 245;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306597;KKBW 246;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306598;KKBW 01;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306599;KKBW 02;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065100;KKBW 03;0;4;16;57;1965;18;51;Tidak Aktiv;;0000-00-00;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065101;KKBW 05;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;15/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065107;KKBW 31;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065108;KKBW 32;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065109;KKBW 35;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065110;KKBW 36;0;4;16;57;1965;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065111;KKBW 37;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065112;KKBW 39;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065113;KKBW 41;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065114;KKBW 42;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065115;KKBW 43;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;15/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065116;KKBW 51;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065117;KKBW 53;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065118;KKBW 56;0;4;16;57;1965;13;33;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065119;KKBW 57;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;24/05/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065120;KKBW 58;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065121;KKBW 59;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065122;KKBW 61;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065123;KKBW 63;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;14/08/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065124;KKBW 64;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065125;KKBW 65;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065126;KKBW 66;0;4;16;57;1965;7;51;Tidak Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065127;KKBW 70;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065128;KKBW 72;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065129;KKBW 75;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065130;KKBW 76;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065131;KKBW 79;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;28/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065132;KKBW 80;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;12/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065133;KKBW 82;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;05/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065134;KKBW 83;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;12/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065135;KKBW 86;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;17/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065136;KKBW 87;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065137;KKBW 89;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065138;KKBW 90;0;4;16;57;1965;16;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065139;KKBW 93;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065141;KKBW 98;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065142;KKBW 99;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065143;KKBW 100;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065144;KKBW 104;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065145;KKBW 105;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065146;KKBW 107;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065147;KKBW 108;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065148;KKBW 109;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065149;KKBW 111;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065150;KKBW 112;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065151;KKBW 115;0;4;16;57;1965;18;51;Tidak Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065152;KKBW 121;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065153;KKBW 224;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065154;KKBW 226;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065155;KKBW 227;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;13/12/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3065156;KKBW 228;0;4;16;57;1965;18;82;Aktiv;;28/12/2009;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
